JSON_Name,JSON_ValueString
chart.result.0.indicators.quote.0.open.469,123.9800034
chart.result.0.indicators.quote.0.open.470,122.8099976
chart.result.0.indicators.quote.0.open.471,121.2600021
chart.result.0.indicators.quote.0.open.472,124.5800018
chart.result.0.indicators.quote.0.open.473,127.0500031
chart.result.0.indicators.quote.0.open.474,129.2799988
chart.result.0.indicators.quote.0.open.475,129
chart.result.0.indicators.quote.0.open.476,130.4400024
chart.result.0.indicators.quote.0.open.477,130.8999939
chart.result.0.indicators.quote.0.open.478,133
chart.result.0.indicators.quote.0.open.479,133.5
chart.result.0.indicators.quote.0.open.480,132.6300049
chart.result.0.indicators.quote.0.open.481,135.6600037
chart.result.0.indicators.quote.0.open.482,126.9000015
chart.result.0.indicators.quote.0.open.483,127.8600006
chart.result.0.indicators.quote.0.open.484,127.25
chart.result.0.indicators.quote.0.open.485,123.6800003
chart.result.0.indicators.quote.0.open.486,126.0199966
chart.result.0.indicators.quote.0.open.487,129.1100006
chart.result.0.indicators.quote.0.open.488,129.1399994
chart.result.0.indicators.quote.0.open.489,130.3500061
chart.result.0.indicators.quote.0.open.490,130.5700073
chart.result.0.indicators.quote.0.open.491,124
chart.result.0.indicators.quote.0.open.492,123.6900024
chart.result.0.indicators.quote.0.open.493,122.4400024
chart.result.0.indicators.quote.0.open.494,123.4199982
chart.result.0.indicators.quote.0.open.495,127.3499985
chart.result.0.indicators.quote.0.open.496,126.0500031
chart.result.0.indicators.quote.0.open.497,124.4899979
chart.result.0.indicators.quote.0.open.498,126.5699997
chart.result.0.indicators.quote.0.open.499,124.8399963
chart.result.0.indicators.quote.0.open.500,121.0199966
chart.result.0.indicators.quote.0.open.501,117.3799973
chart.result.0.indicators.quote.0.open.502,118.9400024
chart.result.0.indicators.quote.0.low.0,53
chart.result.0.indicators.quote.0.low.1,53.61999893
chart.result.0.indicators.quote.0.low.2,53.02999878
chart.result.0.indicators.quote.0.low.3,53.34999847
chart.result.0.indicators.quote.0.low.4,53.22000122
chart.result.0.indicators.quote.0.low.5,53.5
chart.result.0.indicators.quote.0.low.6,53.65000153
chart.result.0.indicators.quote.0.low.7,54.20999908
chart.result.0.indicators.quote.0.low.8,57.65000153
chart.result.0.indicators.quote.0.low.9,57.99000168
chart.result.0.indicators.quote.0.low.10,59.43999863
chart.result.0.indicators.quote.0.low.11,59.79999924
chart.result.0.indicators.quote.0.low.12,59.41999817
chart.result.0.indicators.quote.0.low.13,60
chart.result.0.indicators.quote.0.low.14,60.02000046
chart.result.0.indicators.quote.0.low.15,60.75
chart.result.0.indicators.quote.0.low.16,61.34999847
chart.result.0.indicators.quote.0.low.17,60.16999817
chart.result.0.indicators.quote.0.low.18,59.61000061
chart.result.0.indicators.quote.0.low.19,59.47000122
chart.result.0.indicators.quote.0.low.20,59.5
chart.result.0.indicators.quote.0.low.21,59.79999924
chart.result.0.indicators.quote.0.low.22,60.84999847
chart.result.0.indicators.quote.0.low.23,61.77000046
chart.result.0.indicators.quote.0.low.24,63.04999924
chart.result.0.indicators.quote.0.low.25,62
chart.result.0.indicators.quote.0.low.26,61.68999863
chart.result.0.indicators.quote.0.low.27,61.43000031
chart.result.0.indicators.quote.0.low.28,62.02000046
chart.result.0.indicators.quote.0.low.29,62.31000137
chart.result.0.indicators.quote.0.low.30,61.79999924
chart.result.0.indicators.quote.0.low.31,61.25
chart.result.0.indicators.quote.0.low.32,61.59999847
chart.result.0.indicators.quote.0.low.33,58.88999939
chart.result.0.indicators.quote.0.low.34,57.25
chart.result.0.indicators.quote.0.low.35,61.04000092
chart.result.0.indicators.quote.0.low.36,61.11999893
chart.result.0.indicators.quote.0.low.37,60.75
chart.result.0.indicators.quote.0.low.38,61.25999832
chart.result.0.indicators.quote.0.low.39,62.49000168
chart.result.0.indicators.quote.0.low.40,62.63999939
chart.result.0.indicators.quote.0.low.41,63.40000153
chart.result.0.indicators.quote.0.low.42,64.87000275
chart.result.0.indicators.quote.0.low.43,65.51000214
chart.result.0.indicators.quote.0.low.44,65.75
chart.result.0.indicators.quote.0.low.45,64.45999908
chart.result.0.indicators.quote.0.low.46,63.63999939
chart.result.0.indicators.quote.0.low.47,61.20999908
chart.result.0.indicators.quote.0.low.48,61.08000183
chart.result.0.indicators.quote.0.low.49,60.43000031
chart.result.0.indicators.quote.0.low.50,61.16999817
chart.result.0.indicators.quote.0.low.51,60.93000031
chart.result.0.indicators.quote.0.low.52,61.33000183
chart.result.0.indicators.quote.0.low.53,62.04000092
chart.result.0.indicators.quote.0.low.54,61.81000137
chart.result.0.indicators.quote.0.low.55,63.13000107
chart.result.0.indicators.quote.0.low.56,63.31999969
chart.result.0.indicators.quote.0.low.57,62.18999863
chart.result.0.indicators.quote.0.low.58,63.65000153
chart.result.0.indicators.quote.0.low.59,63.38999939
chart.result.0.indicators.quote.0.low.60,63.79999924
chart.result.0.indicators.quote.0.low.61,64
chart.result.0.indicators.quote.0.low.62,63.59000015
chart.result.0.indicators.quote.0.low.63,63.40999985
chart.result.0.indicators.quote.0.low.64,63.99000168
chart.result.0.indicators.quote.0.low.65,64.68000031
chart.result.0.indicators.quote.0.low.66,63.72000122
chart.result.0.indicators.quote.0.low.67,63.95000076
chart.result.0.indicators.quote.0.low.68,63.84000015
chart.result.0.indicators.quote.0.low.69,64.44000244
chart.result.0.indicators.quote.0.low.70,63.45999908
chart.result.0.indicators.quote.0.low.71,66.75
chart.result.0.indicators.quote.0.low.72,69.51999664
chart.result.0.indicators.quote.0.low.73,70.05999756
chart.result.0.indicators.quote.0.low.74,69.52999878
chart.result.0.indicators.quote.0.low.75,68.54000092
chart.result.0.indicators.quote.0.low.76,67.41999817
chart.result.0.indicators.quote.0.low.77,67.38999939
chart.result.0.indicators.quote.0.low.78,69.06999969
chart.result.0.indicators.quote.0.low.79,69.36000061
chart.result.0.indicators.quote.0.low.80,70.12999725
chart.result.0.indicators.quote.0.low.81,69.26000214
chart.result.0.indicators.quote.0.low.82,68.77999878
chart.result.0.indicators.quote.0.low.83,69.48000336
chart.result.0.indicators.quote.0.low.84,70.26999664
chart.result.0.indicators.quote.0.low.85,71.02999878
chart.result.0.indicators.quote.0.low.86,71.34999847
chart.result.0.indicators.quote.0.low.87,71.69000244
chart.result.0.indicators.quote.0.low.88,71.19000244
chart.result.0.indicators.quote.0.low.89,70.51999664
chart.result.0.indicators.quote.0.low.90,71.30999756
chart.result.0.indicators.quote.0.low.91,71.80999756
chart.result.0.indicators.quote.0.low.92,72.19999695
chart.result.0.indicators.quote.0.low.93,71.01999664
chart.result.0.indicators.quote.0.low.94,71.09999847
chart.result.0.indicators.quote.0.low.95,72.12999725
chart.result.0.indicators.quote.0.low.96,71.80000305
chart.result.0.indicators.quote.0.low.97,73.41999817
chart.result.0.indicators.quote.0.low.98,74.23999786
chart.result.0.indicators.quote.0.low.99,75.33000183
chart.result.0.indicators.quote.0.low.100,74.73000336
chart.result.0.indicators.quote.0.low.101,74.26999664
chart.result.0.indicators.quote.0.low.102,75.20999908
chart.result.0.indicators.quote.0.low.103,75.05999756
chart.result.0.indicators.quote.0.low.104,74.63999939
chart.result.0.indicators.quote.0.low.105,74.54000092
chart.result.0.indicators.quote.0.low.106,74.91999817
chart.result.0.indicators.quote.0.low.107,73.26999664
chart.result.0.indicators.quote.0.low.108,73.18000031
chart.result.0.indicators.quote.0.low.109,73.91000366
chart.result.0.indicators.quote.0.low.110,74.43000031
chart.result.0.indicators.quote.0.low.111,74.01000214
chart.result.0.indicators.quote.0.low.112,74.45999908
chart.result.0.indicators.quote.0.low.113,75.13999939
chart.result.0.indicators.quote.0.low.114,75.22000122
chart.result.0.indicators.quote.0.low.115,76.02999878
chart.result.0.indicators.quote.0.low.116,76.22000122
chart.result.0.indicators.quote.0.low.117,77.15000153
chart.result.0.indicators.quote.0.low.118,75.98000336
chart.result.0.indicators.quote.0.low.119,75.80999756
chart.result.0.indicators.quote.0.low.120,76.90000153
chart.result.0.indicators.quote.0.low.121,77.45999908
chart.result.0.indicators.quote.0.low.122,77.56999969
chart.result.0.indicators.quote.0.low.123,78.36000061
chart.result.0.indicators.quote.0.low.124,78.59999847
chart.result.0.indicators.quote.0.low.125,77.91000366
chart.result.0.indicators.quote.0.low.126,78.62999725
chart.result.0.indicators.quote.0.low.127,78.84999847
chart.result.0.indicators.quote.0.low.128,78.68000031
chart.result.0.indicators.quote.0.low.129,77.68000031
chart.result.0.indicators.quote.0.low.130,77.65000153
chart.result.0.indicators.quote.0.low.131,78.68000031
chart.result.0.indicators.quote.0.low.132,79
chart.result.0.indicators.quote.0.low.133,79.70999908
chart.result.0.indicators.quote.0.low.134,79.26999664
chart.result.0.indicators.quote.0.low.135,79.69000244
chart.result.0.indicators.quote.0.low.136,71.5
chart.result.0.indicators.quote.0.low.137,71.12000275
chart.result.0.indicators.quote.0.low.138,69.80999756
chart.result.0.indicators.quote.0.low.139,69.75
chart.result.0.indicators.quote.0.low.140,69.83999634
chart.result.0.indicators.quote.0.low.141,71.08000183
chart.result.0.indicators.quote.0.low.142,70.54000092
chart.result.0.indicators.quote.0.low.143,70.90000153
chart.result.0.indicators.quote.0.low.144,70.06999969
chart.result.0.indicators.quote.0.low.145,69.69000244
chart.result.0.indicators.quote.0.low.146,69.61000061
chart.result.0.indicators.quote.0.low.147,69.91000366
chart.result.0.indicators.quote.0.low.148,69.55000305
chart.result.0.indicators.quote.0.low.149,68.59999847
chart.result.0.indicators.quote.0.low.150,69.12999725
chart.result.0.indicators.quote.0.low.151,69.95999908
chart.result.0.indicators.quote.0.low.152,70.76000214
chart.result.0.indicators.quote.0.low.153,68.37000275
chart.result.0.indicators.quote.0.low.154,68.87000275
chart.result.0.indicators.quote.0.low.155,69.40000153
chart.result.0.indicators.quote.0.low.156,68.69000244
chart.result.0.indicators.quote.0.low.157,68.44999695
chart.result.0.indicators.quote.0.low.158,69.16000366
chart.result.0.indicators.quote.0.low.159,70.31999969
chart.result.0.indicators.quote.0.low.160,71.5
chart.result.0.indicators.quote.0.low.161,70.94000244
chart.result.0.indicators.quote.0.low.162,70.41999817
chart.result.0.indicators.quote.0.low.163,69.94999695
chart.result.0.indicators.quote.0.low.164,69.30999756
chart.result.0.indicators.quote.0.low.165,69.20999908
chart.result.0.indicators.quote.0.low.166,70.80000305
chart.result.0.indicators.quote.0.low.167,70.37000275
chart.result.0.indicators.quote.0.low.168,69.80000305
chart.result.0.indicators.quote.0.low.169,70.26000214
chart.result.0.indicators.quote.0.low.170,69.83000183
chart.result.0.indicators.quote.0.low.171,69.79000092
chart.result.0.indicators.quote.0.low.172,70.19999695
chart.result.0.indicators.quote.0.low.173,70.12000275
chart.result.0.indicators.quote.0.low.174,69
chart.result.0.indicators.quote.0.low.175,69.79000092
chart.result.0.indicators.quote.0.low.176,70.25
chart.result.0.indicators.quote.0.low.177,69.75
chart.result.0.indicators.quote.0.low.178,70.15000153
chart.result.0.indicators.quote.0.low.179,69.80000305
chart.result.0.indicators.quote.0.low.180,69.94999695
chart.result.0.indicators.quote.0.low.181,70.15000153
chart.result.0.indicators.quote.0.low.182,73
chart.result.0.indicators.quote.0.low.183,73.26999664
chart.result.0.indicators.quote.0.low.184,72.47000122
chart.result.0.indicators.quote.0.low.185,72.43000031
chart.result.0.indicators.quote.0.low.186,72.73999786
chart.result.0.indicators.quote.0.low.187,72.98000336
chart.result.0.indicators.quote.0.low.188,73.43000031
chart.result.0.indicators.quote.0.low.189,72.70999908
chart.result.0.indicators.quote.0.low.190,72.81999969
chart.result.0.indicators.quote.0.low.191,73.5
chart.result.0.indicators.quote.0.low.192,75.29000092
chart.result.0.indicators.quote.0.low.193,76.55999756
chart.result.0.indicators.quote.0.low.194,75.58000183
chart.result.0.indicators.quote.0.low.195,75.87999725
chart.result.0.indicators.quote.0.low.196,76.44000244
chart.result.0.indicators.quote.0.low.197,81.12000275
chart.result.0.indicators.quote.0.low.198,80.06999969
chart.result.0.indicators.quote.0.low.199,76.27999878
chart.result.0.indicators.quote.0.low.200,77.52999878
chart.result.0.indicators.quote.0.low.201,76.05000305
chart.result.0.indicators.quote.0.low.202,73.37999725
chart.result.0.indicators.quote.0.low.203,77.5
chart.result.0.indicators.quote.0.low.204,78.38999939
chart.result.0.indicators.quote.0.low.205,79.05999756
chart.result.0.indicators.quote.0.low.206,80.88999939
chart.result.0.indicators.quote.0.low.207,81.19999695
chart.result.0.indicators.quote.0.low.208,80.98000336
chart.result.0.indicators.quote.0.low.209,82.12000275
chart.result.0.indicators.quote.0.low.210,81.63999939
chart.result.0.indicators.quote.0.low.211,82.02999878
chart.result.0.indicators.quote.0.low.212,82.80000305
chart.result.0.indicators.quote.0.low.213,81.76000214
chart.result.0.indicators.quote.0.low.214,81.34999847
chart.result.0.indicators.quote.0.low.215,80.62000275
chart.result.0.indicators.quote.0.low.216,80.01000214
chart.result.0.indicators.quote.0.low.217,81.84999847
chart.result.0.indicators.quote.0.low.218,83.69999695
chart.result.0.indicators.quote.0.low.219,83.59999847
chart.result.0.indicators.quote.0.low.220,84.54000092
chart.result.0.indicators.quote.0.low.221,86.04000092
chart.result.0.indicators.quote.0.low.222,86.31999969
chart.result.0.indicators.quote.0.low.223,83.97000122
chart.result.0.indicators.quote.0.low.224,83.95999908
chart.result.0.indicators.quote.0.low.225,83.51999664
chart.result.0.indicators.quote.0.low.226,83.01999664
chart.result.0.indicators.quote.0.low.227,81.13999939
chart.result.0.indicators.quote.0.low.228,82.41000366
chart.result.0.indicators.quote.0.low.229,83.26000214
chart.result.0.indicators.quote.0.low.230,82.51999664
chart.result.0.indicators.quote.0.low.231,81.40000153
chart.result.0.indicators.quote.0.low.232,82.23000336
chart.result.0.indicators.quote.0.low.233,81.19000244
chart.result.0.indicators.quote.0.low.234,79.02999878
chart.result.0.indicators.quote.0.low.235,78.31999969
chart.result.0.indicators.quote.0.low.236,78
chart.result.0.indicators.quote.0.low.237,78.27999878
chart.result.0.indicators.quote.0.low.238,77.72000122
chart.result.0.indicators.quote.0.low.239,80.15000153
chart.result.0.indicators.quote.0.low.240,78.18000031
chart.result.0.indicators.quote.0.low.241,77.76000214
chart.result.0.indicators.quote.0.low.242,77.31999969
chart.result.0.indicators.quote.0.low.243,78.04000092
chart.result.0.indicators.quote.0.low.244,80.08999634
chart.result.0.indicators.quote.0.low.245,79.43000031
chart.result.0.indicators.quote.0.low.246,79.84999847
chart.result.0.indicators.quote.0.low.247,81.62000275
chart.result.0.indicators.quote.0.low.248,83.72000122
chart.result.0.indicators.quote.0.low.249,83.73000336
chart.result.0.indicators.quote.0.low.250,83.65000153
chart.result.0.indicators.quote.0.low.251,83.97000122
chart.result.0.indicators.quote.0.low.252,81.72000122
chart.result.0.indicators.quote.0.low.253,79.12000275
chart.result.0.indicators.quote.0.low.254,81.87000275
chart.result.0.indicators.quote.0.low.255,82.76999664
chart.result.0.indicators.quote.0.low.256,84.16000366
chart.result.0.indicators.quote.0.low.257,84.25
chart.result.0.indicators.quote.0.low.258,83.91000366
chart.result.0.indicators.quote.0.low.259,89.37000275
chart.result.0.indicators.quote.0.low.260,89.98000336
chart.result.0.indicators.quote.0.low.261,90.29000092
chart.result.0.indicators.quote.0.low.262,90.30999756
chart.result.0.indicators.quote.0.low.263,92.80999756
chart.result.0.indicators.quote.0.low.264,93.18000031
chart.result.0.indicators.quote.0.low.265,94.31999969
chart.result.0.indicators.quote.0.low.266,91.94000244
chart.result.0.indicators.quote.0.low.267,91.09999847
chart.result.0.indicators.quote.0.low.268,91.91999817
chart.result.0.indicators.quote.0.low.269,92.08000183
chart.result.0.indicators.quote.0.low.270,93.54000092
chart.result.0.indicators.quote.0.low.271,93.62000275
chart.result.0.indicators.quote.0.low.272,93.84999847
chart.result.0.indicators.quote.0.low.273,93.31999969
chart.result.0.indicators.quote.0.low.274,95.63999939
chart.result.0.indicators.quote.0.low.275,97.95999908
chart.result.0.indicators.quote.0.low.276,97.59999847
chart.result.0.indicators.quote.0.low.277,98.30999756
chart.result.0.indicators.quote.0.low.278,98.66000366
chart.result.0.indicators.quote.0.low.279,98.12000275
chart.result.0.indicators.quote.0.low.280,98.41000366
chart.result.0.indicators.quote.0.low.281,99.66000366
chart.result.0.indicators.quote.0.low.282,100.0400009
chart.result.0.indicators.quote.0.low.283,97.01000214
chart.result.0.indicators.quote.0.low.284,97.23000336
chart.result.0.indicators.quote.0.low.285,98.08000183
chart.result.0.indicators.quote.0.low.286,99.66999817
chart.result.0.indicators.quote.0.low.287,100.0999985
chart.result.0.indicators.quote.0.low.288,101.8499985
chart.result.0.indicators.quote.0.low.289,101.3300018
chart.result.0.indicators.quote.0.low.290,101.5500031
chart.result.0.indicators.quote.0.low.291,101.2900009
chart.result.0.indicators.quote.0.low.292,103.9000015
chart.result.0.indicators.quote.0.low.293,100.5899963
chart.result.0.indicators.quote.0.low.294,96.62999725
chart.result.0.indicators.quote.0.low.295,92.01000214
chart.result.0.indicators.quote.0.low.296,93.69000244
chart.result.0.indicators.quote.0.low.297,93.61000061
chart.result.0.indicators.quote.0.low.298,93.70999908
chart.result.0.indicators.quote.0.low.299,97.08999634
chart.result.0.indicators.quote.0.low.300,96.52999878
chart.result.0.indicators.quote.0.low.301,99.73999786
chart.result.0.indicators.quote.0.low.302,99.80000305
chart.result.0.indicators.quote.0.low.303,101.0999985
chart.result.0.indicators.quote.0.low.304,102.0899963
chart.result.0.indicators.quote.0.low.305,103.6999969
chart.result.0.indicators.quote.0.low.306,104.3000031
chart.result.0.indicators.quote.0.low.307,106.3199997
chart.result.0.indicators.quote.0.low.308,107.5100021
chart.result.0.indicators.quote.0.low.309,108.25
chart.result.0.indicators.quote.0.low.310,107.3000031
chart.result.0.indicators.quote.0.low.311,109.6600037
chart.result.0.indicators.quote.0.low.312,110.2900009
chart.result.0.indicators.quote.0.low.313,110.3199997
chart.result.0.indicators.quote.0.low.314,109.5
chart.result.0.indicators.quote.0.low.315,107.5699997
chart.result.0.indicators.quote.0.low.316,108.6800003
chart.result.0.indicators.quote.0.low.317,109.3099976
chart.result.0.indicators.quote.0.low.318,105.75
chart.result.0.indicators.quote.0.low.319,101.6399994
chart.result.0.indicators.quote.0.low.320,100.8000031
chart.result.0.indicators.quote.0.low.321,105.1200027
chart.result.0.indicators.quote.0.low.322,105.5599976
chart.result.0.indicators.quote.0.low.323,99.30999756
chart.result.0.indicators.quote.0.low.324,102.6399994
chart.result.0.indicators.quote.0.low.325,102.6399994
chart.result.0.indicators.quote.0.low.326,101.3399963
chart.result.0.indicators.quote.0.low.327,100.7600021
chart.result.0.indicators.quote.0.low.328,102.5
chart.result.0.indicators.quote.0.low.329,101.6200027
chart.result.0.indicators.quote.0.low.330,101.3000031
chart.result.0.indicators.quote.0.low.331,101.4400024
chart.result.0.indicators.quote.0.low.332,101.0800018
chart.result.0.indicators.quote.0.low.333,98.19999695
chart.result.0.indicators.quote.0.low.334,97.18000031
chart.result.0.indicators.quote.0.low.335,99.5
chart.result.0.indicators.quote.0.low.336,101.8199997
chart.result.0.indicators.quote.0.low.337,102.4100037
chart.result.0.indicators.quote.0.low.338,103.4899979
chart.result.0.indicators.quote.0.low.339,105.6100006
chart.result.0.indicators.quote.0.low.340,106.5100021
chart.result.0.indicators.quote.0.low.341,107.3899994
chart.result.0.indicators.quote.0.low.342,110.1699982
chart.result.0.indicators.quote.0.low.343,110.0400009
chart.result.0.indicators.quote.0.low.344,111.1800003
chart.result.0.indicators.quote.0.low.345,108.5100021
chart.result.0.indicators.quote.0.low.346,109.9800034
chart.result.0.indicators.quote.0.low.347,109.8600006
chart.result.0.indicators.quote.0.low.348,111.8099976
chart.result.0.indicators.quote.0.low.349,112.4000015
chart.result.0.indicators.quote.0.low.350,113
chart.result.0.indicators.quote.0.low.351,115.4000015
chart.result.0.indicators.quote.0.low.352,114.9199982
chart.result.0.indicators.quote.0.low.353,110.5
chart.result.0.indicators.quote.0.low.354,111.9899979
chart.result.0.indicators.quote.0.low.355,109.5699997
chart.result.0.indicators.quote.0.low.356,110.2200012
chart.result.0.indicators.quote.0.low.357,109.8099976
chart.result.0.indicators.quote.0.low.358,107.9000015
chart.result.0.indicators.quote.0.low.359,111.2200012
chart.result.0.indicators.quote.0.low.360,112.1800003
chart.result.0.indicators.quote.0.low.361,113.2600021
chart.result.0.indicators.quote.0.low.362,111.1999969
chart.result.0.indicators.quote.0.low.363,111.0500031
chart.result.0.indicators.quote.0.low.364,106.4300003
chart.result.0.indicators.quote.0.low.365,106.4599991
chart.result.0.indicators.quote.0.low.366,103.9599991
chart.result.0.indicators.quote.0.low.367,102.7399979
chart.result.0.indicators.quote.0.low.368,98.48000336
chart.result.0.indicators.quote.0.low.369,99.23999786
chart.result.0.indicators.quote.0.low.370,96.15000153
chart.result.0.indicators.quote.0.low.371,94.80999756
chart.result.0.indicators.quote.0.low.372,99.06999969
chart.result.0.indicators.quote.0.low.373,98.41999817
chart.result.0.indicators.quote.0.low.374,102.6399994
chart.result.0.indicators.quote.0.low.375,103.2300034
chart.result.0.indicators.quote.0.low.376,100.9899979
chart.result.0.indicators.quote.0.low.377,99.63999939
chart.result.0.indicators.quote.0.low.378,98.09999847
chart.result.0.indicators.quote.0.low.379,97.66999817
chart.result.0.indicators.quote.0.low.380,96.73999786
chart.result.0.indicators.quote.0.low.381,96.90000153
chart.result.0.indicators.quote.0.low.382,94.83999634
chart.result.0.indicators.quote.0.low.383,95.20999908
chart.result.0.indicators.quote.0.low.384,95.54000092
chart.result.0.indicators.quote.0.low.385,102.3899994
chart.result.0.indicators.quote.0.low.386,105.0800018
chart.result.0.indicators.quote.0.low.387,106.75
chart.result.0.indicators.quote.0.low.388,104.2200012
chart.result.0.indicators.quote.0.low.389,102.8499985
chart.result.0.indicators.quote.0.low.390,112.5400009
chart.result.0.indicators.quote.0.low.391,119.0100021
chart.result.0.indicators.quote.0.low.392,111.6299973
chart.result.0.indicators.quote.0.low.393,107.9199982
chart.result.0.indicators.quote.0.low.394,109.4199982
chart.result.0.indicators.quote.0.low.395,111.7600021
chart.result.0.indicators.quote.0.low.396,112.2399979
chart.result.0.indicators.quote.0.low.397,114.3700027
chart.result.0.indicators.quote.0.low.398,103.1500015
chart.result.0.indicators.quote.0.low.399,99.52999878
chart.result.0.indicators.quote.0.low.400,106.2799988
chart.result.0.indicators.quote.0.low.401,105.9300003
chart.result.0.indicators.quote.0.low.402,108.8600006
chart.result.0.indicators.quote.0.low.403,110.6500015
chart.result.0.indicators.quote.0.low.404,115
chart.result.0.indicators.quote.0.low.405,117.6600037
chart.result.0.indicators.quote.0.low.406,122.2799988
chart.result.0.indicators.quote.0.low.407,124.2399979
chart.result.0.indicators.quote.0.low.408,123.4800034
chart.result.0.indicators.quote.0.low.409,119.3799973
chart.result.0.indicators.quote.0.low.410,121.8199997
chart.result.0.indicators.quote.0.low.411,122.8499985
chart.result.0.indicators.quote.0.low.412,126.2900009
chart.result.0.indicators.quote.0.low.413,128.7899933
chart.result.0.indicators.quote.0.low.414,128.3999939
chart.result.0.indicators.quote.0.low.415,127.6800003
chart.result.0.indicators.quote.0.low.416,119.25
chart.result.0.indicators.quote.0.low.417,120.3600006
chart.result.0.indicators.quote.0.low.418,119.75
chart.result.0.indicators.quote.0.low.419,113.7399979
chart.result.0.indicators.quote.0.low.420,111.3199997
chart.result.0.indicators.quote.0.low.421,110
chart.result.0.indicators.quote.0.low.422,110.8899994
chart.result.0.indicators.quote.0.low.423,115.1800003
chart.result.0.indicators.quote.0.low.424,116.7799988
chart.result.0.indicators.quote.0.low.425,118.5299988
chart.result.0.indicators.quote.0.low.426,114.8099976
chart.result.0.indicators.quote.0.low.427,115.0100021
chart.result.0.indicators.quote.0.low.428,116.8000031
chart.result.0.indicators.quote.0.low.429,123.5999985
chart.result.0.indicators.quote.0.low.430,121.9000015
chart.result.0.indicators.quote.0.low.431,122.6399994
chart.result.0.indicators.quote.0.low.432,120.8000031
chart.result.0.indicators.quote.0.low.433,118.6699982
chart.result.0.indicators.quote.0.low.434,117.5
chart.result.0.indicators.quote.0.low.435,118.0699997
chart.result.0.indicators.quote.0.low.436,116.7300034
chart.result.0.indicators.quote.0.low.437,118.0100021
chart.result.0.indicators.quote.0.low.438,121.4000015
chart.result.0.indicators.quote.0.low.439,118.8399963
chart.result.0.indicators.quote.0.low.440,120.4599991
chart.result.0.indicators.quote.0.low.441,120.9199982
chart.result.0.indicators.quote.0.low.442,123.0999985
chart.result.0.indicators.quote.0.low.443,125.5500031
chart.result.0.indicators.quote.0.low.444,123.8499985
chart.result.0.indicators.quote.0.low.445,125.6299973
chart.result.0.indicators.quote.0.low.446,123.0299988
chart.result.0.indicators.quote.0.low.447,126.3199997
chart.result.0.indicators.quote.0.low.448,130.75
chart.result.0.indicators.quote.0.low.449,131.3699951
chart.result.0.indicators.quote.0.low.450,121.1399994
chart.result.0.indicators.quote.0.low.451,119.8099976
chart.result.0.indicators.quote.0.low.452,118.6900024
chart.result.0.indicators.quote.0.low.453,120.3700027
chart.result.0.indicators.quote.0.low.454,121.5
chart.result.0.indicators.quote.0.low.455,123.3600006
chart.result.0.indicators.quote.0.low.456,124.7799988
chart.result.0.indicators.quote.0.low.457,127.5
chart.result.0.indicators.quote.0.low.458,124.5
chart.result.0.indicators.quote.0.low.459,125.2600021
chart.result.0.indicators.quote.0.low.460,126.5899963
chart.result.0.indicators.quote.0.low.461,130.5299988
chart.result.0.indicators.quote.0.low.462,133.0800018
chart.result.0.indicators.quote.0.low.463,129.9400024
chart.result.0.indicators.quote.0.low.464,129.0099945
chart.result.0.indicators.quote.0.low.465,129.3999939
chart.result.0.indicators.quote.0.low.466,129.6999969
chart.result.0.indicators.quote.0.low.467,123.8499985
chart.result.0.indicators.quote.0.low.468,121.2600021
chart.result.0.indicators.quote.0.low.469,122.0100021
chart.result.0.indicators.quote.0.low.470,121.9000015
chart.result.0.indicators.quote.0.low.471,120.1200027
chart.result.0.indicators.quote.0.low.472,124.5800018
chart.result.0.indicators.quote.0.low.473,126.2900009
chart.result.0.indicators.quote.0.low.474,128.5
chart.result.0.indicators.quote.0.low.475,127.5599976
chart.result.0.indicators.quote.0.low.476,129.9600067
chart.result.0.indicators.quote.0.low.477,129.9499969
chart.result.0.indicators.quote.0.low.478,130.8500061
chart.result.0.indicators.quote.0.low.479,131.9499969
chart.result.0.indicators.quote.0.low.480,132.6199951
chart.result.0.indicators.quote.0.low.481,127.6999969
chart.result.0.indicators.quote.0.low.482,124.3000031
chart.result.0.indicators.quote.0.low.483,125.8499985
chart.result.0.indicators.quote.0.low.484,120.7600021
chart.result.0.indicators.quote.0.low.485,122.0199966
chart.result.0.indicators.quote.0.low.486,124.8300018
chart.result.0.indicators.quote.0.low.487,126.2300034
chart.result.0.indicators.quote.0.low.488,127.5
chart.result.0.indicators.quote.0.low.489,129.4100037
chart.result.0.indicators.quote.0.low.490,121.0299988
chart.result.0.indicators.quote.0.low.491,123.3399963
chart.result.0.indicators.quote.0.low.492,120.2699966
chart.result.0.indicators.quote.0.low.493,122.4400024
chart.result.0.indicators.quote.0.low.494,123.0100021
chart.result.0.indicators.quote.0.low.495,125.0599976
chart.result.0.indicators.quote.0.low.496,122.9199982
chart.result.0.indicators.quote.0.low.497,124.1399994
chart.result.0.indicators.quote.0.low.498,123.5699997
chart.result.0.indicators.quote.0.low.499,120.6900024
chart.result.0.indicators.quote.0.low.500,114.3899994
chart.result.0.indicators.quote.0.low.501,116.3399963
chart.result.0.indicators.quote.0.low.502,116.8799973
chart.result.0.indicators.quote.0.volume.0,1349500
chart.result.0.indicators.quote.0.volume.1,777400
chart.result.0.indicators.quote.0.volume.2,591900
chart.result.0.indicators.quote.0.volume.3,739100
chart.result.0.indicators.quote.0.volume.4,585300
chart.result.0.indicators.quote.0.volume.5,817500
